	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367
194	G	B	A	B	L	B	G	L	A	A	A	A	L	B	B	B	B	B	C	C	L	B	B	B	B	B	B	B	C	C	C	C	L	B	C	C	A	A	A	A	A	A	B	B	B	B	C	C	C	C	C	C	A	A	G	L	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	G	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
195	G	C	G	G	L	B	B	L	A	A	A	A	L	B	B	B	B	C	C	C	L	B	B	B	B	B	B	C	C	C	C	C	L	L	C	A	A	A	A	A	A	B	B	B	B	C	C	C	C	C	C	A	A	B	B	L	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
196	G	B	A	B	L	B	G	L	A	A	A	A	L	B	B	B	C	C	C	C	L	B	B	B	B	B	C	C	C	C	C	C	A	L	A	A	A	A	A	A	B	B	B	B	C	C	C	C	C	C	A	A	B	B	G	L	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	G	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
197	G	C	G	G	L	B	B	L	A	A	A	A	L	B	B	C	C	C	C	C	L	B	B	B	B	C	C	C	C	C	C	A	A	L	A	A	A	A	A	B	B	B	B	C	C	C	C	C	C	A	A	B	B	B	B	L	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
198	G	B	A	B	L	B	G	L	A	A	A	A	L	B	C	C	C	C	C	C	L	B	B	B	C	C	C	C	C	C	A	A	A	L	A	A	A	A	B	B	B	B	C	C	C	C	C	C	A	A	B	B	B	B	G	L	L	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
199	G	C	G	G	L	B	B	L	A	A	A	A	L	L	C	C	C	C	C	C	L	B	B	C	C	C	C	C	C	A	A	A	A	L	A	A	A	B	B	B	B	C	C	C	C	C	C	A	A	B	B	B	B	B	B	C	L	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
200	G	B	A	B	L	B	G	L	A	A	A	A	G	L	C	C	C	C	C	C	L	B	C	C	C	C	C	C	A	A	A	A	A	L	A	A	B	B	B	B	C	C	C	C	C	C	A	A	B	B	B	B	B	B	C	C	L	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
201	G	C	G	G	L	B	B	L	A	A	A	B	B	L	C	C	C	C	C	C	L	L	C	C	C	C	C	A	A	A	A	A	A	L	A	B	B	B	B	C	C	C	C	C	C	A	A	B	B	B	B	B	B	C	C	C	L	L	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	G	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
202	G	B	A	B	L	B	G	L	A	A	B	B	G	L	C	C	C	C	C	C	A	L	C	C	C	C	A	A	A	A	A	A	A	L	L	B	B	B	C	C	C	C	C	C	A	A	B	B	B	B	B	B	C	C	C	C	A	L	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
203	G	C	G	G	L	B	B	L	A	B	B	B	B	L	C	C	C	C	C	A	A	L	C	C	C	A	A	A	A	A	A	A	A	G	L	B	B	C	C	C	C	C	C	A	A	B	B	B	B	B	B	C	C	C	C	A	A	L	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
204	G	B	A	B	L	B	G	L	L	B	B	B	G	L	C	C	C	C	A	A	A	L	C	C	A	A	A	A	A	A	A	A	B	B	L	B	C	C	C	C	C	C	A	A	B	B	B	B	B	B	C	C	C	C	A	A	A	L	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
205	G	C	G	G	L	B	B	C	L	B	B	B	B	L	C	C	C	A	A	A	A	L	C	A	A	A	A	A	A	A	A	B	B	G	L	L	C	C	C	C	C	A	A	B	B	B	B	B	B	C	C	C	C	A	A	A	A	L	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
206	G	B	A	B	L	B	C	C	L	B	B	B	G	L	C	C	A	A	A	A	A	L	A	A	A	A	A	A	A	A	B	B	B	B	C	L	C	C	C	C	A	A	B	B	B	B	B	B	C	C	C	C	A	A	A	A	A	L	L	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	G	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
207	G	C	G	G	L	L	C	C	L	B	B	B	B	L	C	A	A	A	A	A	A	L	A	A	A	A	A	A	A	B	B	B	B	C	C	L	C	C	C	A	A	B	B	B	B	B	B	C	C	C	C	A	A	A	A	A	A	G	L	L	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
208	G	B	A	B	C	L	C	C	L	B	B	B	G	L	A	A	A	A	A	A	A	L	A	A	A	A	A	A	B	B	B	B	C	C	C	L	C	C	A	A	B	B	B	B	B	B	C	C	C	C	A	A	A	A	A	A	B	B	C	L	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	G	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
209	G	C	G	L	C	L	C	C	L	B	B	B	B	L	A	A	A	A	A	A	A	L	A	A	A	A	A	B	B	B	B	C	C	C	C	L	C	A	A	B	B	B	B	B	B	C	C	C	C	A	A	A	A	A	A	B	B	C	C	L	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
210	G	B	A	L	C	L	C	C	L	B	B	B	G	L	A	A	A	A	A	A	A	L	A	A	A	A	B	B	B	B	C	C	C	C	C	L	A	A	B	B	B	B	B	B	C	C	C	C	A	A	A	A	A	A	B	B	C	C	C	L	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
